Bar Diameter,Maximum bar length,Reinforcement Volume,Rebar Number,Mark,Total Bar Length,Quantity,Workset,Host Category,Host Mark,REBAR-PARTITION,WEIGHT IN KG,Style,Bend Diameter
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,4857 mm,4943.84 cm³,1325,1325,43713 mm,9,STR-Model,Floor,,SOG-Mesh TOP X,38.858561,Standard,48 mm
12 mm,3410 mm,3471.21 cm³,2956,3010,30692 mm,9,STR-Model,Floor,,SOG-Mesh TOP X,27.283706,Standard,48 mm
12 mm,1520 mm,2579.04 cm³,1313,1313,22804 mm,15,STR-Model,Floor,,SOG-Mesh TOP X,20.271251,Standard,48 mm
12 mm,2972 mm,3024.69 cm³,2955,3009,26744 mm,9,STR-Model,Floor,,SOG-Mesh TOP X,23.774088,Standard,48 mm
12 mm,4760 mm,3230.31 cm³,1316,1213,28562 mm,6,STR-Model,Floor,,SOG-Mesh TOP X,25.390205,Standard,48 mm
12 mm,2036 mm,2302.23 cm³,3232,3203,20356 mm,10,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,18.095538,Stirrup / Tie,48 mm
12 mm,1597 mm,1805.85 cm³,3233,3204,15967 mm,10,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,14.19397,Stirrup / Tie,48 mm
12 mm,1597 mm,1805.85 cm³,3233,3204,15967 mm,10,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,14.19397,Stirrup / Tie,48 mm
12 mm,2036 mm,2302.23 cm³,3232,3203,20356 mm,10,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,18.095538,Stirrup / Tie,48 mm
12 mm,1597 mm,1805.85 cm³,3233,3204,15967 mm,10,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,14.19397,Stirrup / Tie,48 mm
12 mm,1597 mm,1805.85 cm³,3233,3204,15967 mm,10,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,14.19397,Stirrup / Tie,48 mm
12 mm,2036 mm,1381.34 cm³,3232,3203,12214 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,10.857323,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,2036 mm,1381.34 cm³,3232,3203,12214 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,10.857323,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,2036 mm,1381.34 cm³,3232,3203,12214 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,10.857323,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,2036 mm,1381.34 cm³,3232,3203,12214 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,10.857323,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1611.56 cm³,3232,3203,14249 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,12.666877,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,1597 mm,1264.09 cm³,3233,3204,11177 mm,7,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,9.935779,Stirrup / Tie,48 mm
12 mm,2036 mm,1381.34 cm³,3232,3203,12214 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,10.857323,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,2036 mm,1381.34 cm³,3232,3203,12214 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,10.857323,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,1597 mm,1083.51 cm³,3233,3204,9580 mm,6,STR-OUTER STRUCTURES,Structural Column,PC1 550X550,OS-CABLEBUS FOUNDATION,8.516382,Stirrup / Tie,48 mm
12 mm,2480 mm,1963.57 cm³,3238,3212,17362 mm,7,STR-Model,Wall,,OS-RAMP,15.433628,Standard,48 mm
12 mm,2500 mm,5371.81 cm³,1520,1520,47497 mm,19,STR-Model,Floor,,Ramp,42.222392,Standard,48 mm
12 mm,4585 mm,9853.23 cm³,3386,3311,87122 mm,19,STR-Model,Floor,,Ramp,77.446418,Standard,48 mm
12 mm,2387 mm,809.93 cm³,1532,1426,7161 mm,3,STR-Model,Floor,,Ramp,6.366055,Standard,48 mm
12 mm,2380 mm,807.51 cm³,1531,1425,7140 mm,3,STR-Model,Slab Edge,,Ramp,6.347068,Standard,48 mm
12 mm,2387 mm,809.93 cm³,1532,1426,7161 mm,3,STR-Model,Floor,,Ramp,6.366055,Standard,48 mm
12 mm,2380 mm,807.51 cm³,1531,1425,7140 mm,3,STR-Model,Wall,,Ramp,6.347068,Standard,48 mm
12 mm,4026 mm,10016.85 cm³,3239,3214,88568 mm,22,STR-Model,Floor,,Ramp,78.732425,Standard,48 mm
12 mm,3889 mm,2638.98 cm³,3240,3215,23334 mm,6,STR-Model,Slab Edge,,Ramp,20.742419,Standard,48 mm
12 mm,3889 mm,2638.98 cm³,3240,3215,23334 mm,6,STR-Model,Slab Edge,,Ramp,20.742419,Standard,48 mm
12 mm,2487 mm,843.92 cm³,3260,3236,7462 mm,3,STR-Model,Floor,,Ramp,6.633174,Standard,48 mm
12 mm,2480 mm,841.44 cm³,3261,3237,7440 mm,3,STR-Model,Wall,,Ramp,6.613749,Standard,48 mm
12 mm,2487 mm,843.92 cm³,3260,3236,7462 mm,3,STR-Model,Floor,,Ramp,6.633174,Standard,48 mm
12 mm,2480 mm,841.45 cm³,3261,3237,7440 mm,3,STR-Model,Wall,,Ramp,6.613759,Standard,48 mm
12 mm,4801 mm,7058.33 cm³,3256,3231,62409 mm,13,STR-Model,Floor,,Ramp,55.478437,Standard,48 mm
12 mm,2591 mm,3809.17 cm³,3263,3239,33680 mm,13,STR-Model,Floor,,Ramp,29.940072,Standard,48 mm
12 mm,2892 mm,7194.77 cm³,3268,3258,63616 mm,22,STR-Model,Floor,,Ramp,56.550918,Standard,48 mm
12 mm,2731 mm,1852.87 cm³,3269,3245,16383 mm,6,STR-Model,Floor,,Ramp,14.563596,Standard,48 mm
12 mm,2472 mm,838.87 cm³,3365,3246,7417 mm,3,STR-Model,Floor,,Ramp,6.593518,Standard,48 mm
12 mm,2487 mm,843.94 cm³,3270,3246,7462 mm,3,STR-Model,Floor,,Ramp,6.633335,Standard,48 mm
12 mm,2480 mm,841.44 cm³,3261,3237,7440 mm,3,STR-Model,Wall,,Ramp,6.613751,Standard,48 mm
12 mm,2480 mm,841.44 cm³,3261,3237,7440 mm,3,STR-Model,Wall,,Ramp,6.613751,Standard,48 mm
12 mm,4435 mm,7021.81 cm³,3271,3247,62086 mm,14,STR-Model,Floor,,Ramp,55.191431,Standard,48 mm
12 mm,2634 mm,4170.94 cm³,3338,3248,36879 mm,14,STR-Model,Floor,,Ramp,32.783576,Standard,48 mm
12 mm,3567 mm,1210.12 cm³,3291,3251,10700 mm,3,STR-Model,Wall,,Ramp,9.511555,Standard,48 mm
12 mm,3560 mm,1207.91 cm³,3283,3264,10680 mm,3,STR-Model,Wall,,Ramp,9.494149,Standard,48 mm
12 mm,3567 mm,1210.12 cm³,3291,3251,10700 mm,3,STR-Model,Wall,,Ramp,9.511555,Standard,48 mm
12 mm,3560 mm,1207.91 cm³,3283,3264,10680 mm,3,STR-Model,Wall,,Ramp,9.494149,Standard,48 mm
12 mm,2650 mm,6594.19 cm³,1565,3266,58305 mm,22,STR-Model,Floor,,Ramp,51.830343,Standard,48 mm
12 mm,2500 mm,1696.46 cm³,1513,1513,15000 mm,6,STR-Model,Floor,,Ramp,13.334176,Standard,48 mm
12 mm,2500 mm,1696.46 cm³,1513,1513,15000 mm,6,STR-Model,Floor,,Ramp,13.334176,Standard,48 mm
12 mm,3701 mm,3348.30 cm³,3287,3262,29605 mm,8,STR-Model,Floor,,Ramp,26.317635,Standard,48 mm
12 mm,4723 mm,4273.39 cm³,3286,3261,37785 mm,8,STR-Model,Floor,,Ramp,33.588845,Standard,48 mm
12 mm,1689 mm,1145.99 cm³,3289,3257,10133 mm,6,STR-Model,Wall,,Ramp,9.007442,Standard,48 mm
12 mm,1851 mm,3558.27 cm³,3288,3263,31462 mm,17,STR-Model,Wall,,Ramp,27.967993,Standard,48 mm
12 mm,1851 mm,3558.27 cm³,3288,3263,31462 mm,17,STR-Model,Wall,,Ramp,27.967993,Standard,48 mm
12 mm,1690 mm,1146.82 cm³,3293,3268,10140 mm,6,STR-Model,Wall,,Ramp,9.014036,Standard,48 mm
12 mm,1998 mm,1807.84 cm³,3390,3278,15985 mm,8,STR-Model,Slab Edge,,SOG-Slab Thick,14.209607,Standard,48 mm
12 mm,1999 mm,1356.56 cm³,3297,3278,11995 mm,6,STR-Model,Slab Edge,,SOG-Slab Thick,10.662542,Standard,48 mm
12 mm,977 mm,331.59 cm³,3295,3269,2932 mm,3,STR-Model,Slab Edge,,SOG-Slab Thick,2.60627,Standard,48 mm
12 mm,1041 mm,353.22 cm³,3402,3270,3123 mm,3,STR-Model,Slab Edge,,SOG-Slab Thick,2.776275,Standard,48 mm
12 mm,1380 mm,312.13 cm³,1789,1643,2760 mm,2,STR-Model,Slab Edge,,SOG-Slab Thick,2.453331,Standard,48 mm
12 mm,1128 mm,255.09 cm³,3296,3270,2255 mm,2,STR-Model,Slab Edge,,SOG-Slab Thick,2.004968,Standard,48 mm
12 mm,1700 mm,1153.59 cm³,3307,3280,10200 mm,6,STR-Model,Floor,,Ramp,9.06724,Standard,48 mm
12 mm,2760 mm,1872.86 cm³,3308,3282,16560 mm,6,STR-Model,Floor,,Ramp,14.720667,Standard,48 mm
12 mm,2480 mm,841.44 cm³,3261,3237,7440 mm,3,STR-Model,Wall,,Ramp,6.613751,Standard,48 mm
12 mm,2483 mm,842.32 cm³,3384,NA,7448 mm,3,STR-Model,Floor,,Ramp,6.620664,Standard,48 mm
12 mm,2631 mm,8330.55 cm³,3272,3248,73658 mm,28,STR-Model,Floor,,Ramp,65.478113,Standard,48 mm
12 mm,4456 mm,14111.01 cm³,3309,3283,124769 mm,28,STR-Model,Floor,,Ramp,110.912514,Standard,48 mm
12 mm,5964 mm,14838.23 cm³,3312,3284,131199 mm,22,STR-Model,Floor,,Ramp,116.628511,Standard,48 mm
12 mm,5800 mm,3935.79 cm³,3311,3285,34800 mm,6,STR-Model,Floor,,Ramp,30.935288,Standard,48 mm
12 mm,5800 mm,3935.79 cm³,3311,3285,34800 mm,6,STR-Model,Floor,,Ramp,30.935288,Standard,48 mm
12 mm,420 mm,190.12 cm³,3313,3286,1681 mm,4,STR-Model,Floor,,SOG-Mesh Bottom X,1.494309,Standard,48 mm
12 mm,420 mm,190.12 cm³,3313,3286,1681 mm,4,STR-Model,Floor,,SOG-Mesh TOP X,1.494309,Standard,48 mm
12 mm,4586 mm,518.63 cm³,3314,3287,4586 mm,1,STR-Model,Floor,,SOG-Mesh TOP Y,4.076432,Standard,48 mm
12 mm,2186 mm,247.20 cm³,3315,3288,2186 mm,1,STR-Model,Floor,,SOG-Mesh TOP Y,1.942964,Standard,48 mm
12 mm,2480 mm,841.44 cm³,3261,,7440 mm,3,STR-Model,Wall,,Ramp,6.613751,Standard,48 mm
12 mm,2483 mm,842.32 cm³,3384,,7448 mm,3,STR-Model,Floor,,Ramp,6.620664,Standard,48 mm
12 mm,1800 mm,3868.20 cm³,3395,3332,34202 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,30.404013,Standard,48 mm
12 mm,2952 mm,6344.07 cm³,3397,3334,56094 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,49.864357,Standard,48 mm
12 mm,1800 mm,4071.78 cm³,3395,3332,36002 mm,20,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,32.004225,Standard,48 mm
12 mm,2952 mm,6677.97 cm³,3397,3334,59046 mm,20,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,52.488828,Standard,48 mm
12 mm,1950 mm,4190.52 cm³,3398,3335,37052 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,32.937507,Standard,48 mm
12 mm,2702 mm,5806.86 cm³,3400,3337,51344 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,45.641895,Standard,48 mm
12 mm,1950 mm,4631.63 cm³,3398,3335,40953 mm,21,STR-Model,Wall,,,36.404613,Standard,48 mm
12 mm,2702 mm,6418.10 cm³,3400,3337,56749 mm,21,STR-Model,Wall,,,50.446305,Standard,48 mm
12 mm,2702 mm,5806.86 cm³,3400,3337,51344 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,45.641895,Standard,48 mm
12 mm,1950 mm,4190.52 cm³,3398,3335,37052 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,32.937507,Standard,48 mm
12 mm,1950 mm,4190.52 cm³,3398,3335,37052 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,32.937507,Standard,48 mm
12 mm,2702 mm,5806.86 cm³,3400,3337,51344 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,45.641895,Standard,48 mm
12 mm,2702 mm,11308.09 cm³,3400,3337,99985 mm,37,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,88.881585,Standard,48 mm
12 mm,1950 mm,8160.49 cm³,3398,3335,72155 mm,37,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,64.141461,Standard,48 mm
12 mm,2550 mm,1442.06 cm³,3401,3338,12751 mm,5,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,11.3346,Standard,48 mm
12 mm,2702 mm,1528.12 cm³,3400,3337,13512 mm,5,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,12.011025,Standard,48 mm
12 mm,2702 mm,5806.86 cm³,3400,3337,51344 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,45.641895,Standard,48 mm
12 mm,2550 mm,5479.83 cm³,3401,3338,48452 mm,19,STR-Model,Wall,,OS-CABLEBUS FOUNDATION,43.071481,Standard,48 mm
12 mm,2385 mm,2427.28 cm³,3528,3473,21462 mm,9,STR-OUTER STRUCTURES,Structural Foundation,,shaded foundation,19.078388,Standard,48 mm
12 mm,1935 mm,2406.84 cm³,3527,3472,21281 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,,18.917751,Standard,48 mm
12 mm,1935 mm,2406.84 cm³,3527,3472,21281 mm,11,STR-OUTER STRUCTURES,Structural Foundation,,,18.917751,Standard,48 mm
12 mm,2550 mm,1730.56 cm³,3437,3367,15301 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,,13.602181,Standard,48 mm
12 mm,2550 mm,1730.56 cm³,3437,3367,15301 mm,6,STR-OUTER STRUCTURES,Structural Foundation,,,13.602181,Standard,48 mm
12 mm,1414 mm,1918.48 cm³,3422,3352,16963 mm,12,STR-OUTER STRUCTURES,Structural Foundation,,,15.07926,Standard,48 mm
12 mm,1414 mm,1918.48 cm³,3422,3352,16963 mm,12,STR-OUTER STRUCTURES,Structural Foundation,,,15.07926,Standard,48 mm
12 mm,2817 mm,2549.13 cm³,3552,3496,22539 mm,8,STR-OUTER STRUCTURES,Structural Foundation,,OS-FENCE,20.036167,Standard,48 mm
